Марка,Модель,Поколение,Двигатель,Артикул,,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,2.0 (101 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,AUDI,100,IV (C4) 1990 - 1994,AUDI,100,IV (C4) 1990 - 1994,AUDI,100,IV (C4) 1990 - 1994,AUDI,100,IV (C4) 1990 - 1994,AUDI,100,IV (C4) 1990 - 1994,AUDI,100,IV (C4) 1990 - 1994,AUDI,100,IV (C4) 1990 - 1994
AUDI,100,IV (C4) 1990 - 1994,2.0 (137 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,2.3 (133 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,2.4d (82 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,2.5d (115 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,2.6 (150 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,2.8 (174 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,S4 2.2 (230 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,S4 4.2 (280 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,IV (C4) 1990 - 1994,S4 4.2 (290 л.с.),"5407,6592,2611,285,6682,1080,1511,1390,6632,1547,664,655,1143,431,6073,5964,6055,440,838,1243,6081,6082,378,1293,2407,880,1205,5798,1416,561,462,1216,943,6268,1312,353,2910,929,5897,737,6384,909",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,1.8 (88 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,1.8 (90 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.0 (115 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.0d (100 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.2 (137 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.2 (165 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.2 (190 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.2 (200 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.3 (133 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.4 (136 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.4d (82 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) Рестайлинг 1988 - 1991,2.5d (120 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,1.8 (75 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.0 (112 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.1 (136 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.2 (165 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,1.8 (88 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.0 (115 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.2 (115 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.4 (136 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,1.8 (90 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.0d (70 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.2 (120 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,1.9 (100 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.0d (87 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,III (C3) 1982 - 1988,2.2 (137 л.с.),"5381,5952,5408,6408,2654,612,614,6051,6172,5648,1362,6168,207,408,2721,6586,6587,6624,5875,5614,6675,6678,245,5375,243,6681,1669,6638,6663,281,6693,1549,6208,5657,1550,6184,6047,651,430,1079,5613,6625,6702,13856665,1828,6107,6102,1382,1551",,,,,,,,,,,,,,,,,,,
AUDI,100,II (C2) 1976 - 1983,1.6 (85 л.с.),"5648,1382,551,2654",,,,,,,,,,,,,,,,,,,
